'volatile acidity',chlorides,'free sulfur dioxide',density,sulphates,alcohol,Cluster,quality
0.2,0.044,28,0.99348,0.33,10.2,cluster5,6
0.27,0.045,26,0.99066,0.44,12.4,cluster4,6
0.2,0.044,28,0.99348,0.33,10.2,cluster5,6
0.45,0.04,24,0.98862,0.38,13.4,cluster4,8
0.22,0.036,25,0.98865,0.35,12.6,cluster4,6
0.3,0.053,34,0.99472,0.53,9.8,cluster2,5
0.36,0.049,63,0.99792,0.45,9.1,cluster2,5
0.27,0.045,26,0.99066,0.44,12.4,cluster4,6
0.24,0.044,28,0.99035,0.43,12.5,cluster4,6
0.41,0.033,25,0.99086,0.34,11.7,cluster4,6
0.24,0.044,37,0.99013,0.46,12.9,cluster4,6
0.3,0.054,27,0.99266,0.43,10.1,cluster1,5
0.26,0.044,33,0.99517,0.5,10.3,cluster5,6
0.41,0.033,25,0.99086,0.34,11.7,cluster4,6
0.32,0.05,29,0.99666,0.41,10.3,cluster5,6
0.25,0.036,42,0.991,0.56,10.8,cluster3,7
0.23,0.023,19,0.99068,0.51,11.2,cluster4,6
0.23,0.024,26,0.99084,0.6,11.8,cluster4,6
0.17,0.05,26,0.9939,0.54,9.8,cluster5,6
0.38,0.041,32,0.99624,0.49,10,cluster5,6
0.31,0.052,13,0.99602,0.39,8.8,cluster2,4
0.38,0.142,5,0.9926,0.52,10.1,cluster0,4
0.44,0.056,68,0.99718,0.5,9.5,cluster0,5
0.44,0.056,68,0.99718,0.5,9.5,cluster0,5
0.44,0.056,68,0.99718,0.5,9.5,cluster0,5
0.38,0.06,27,0.99344,0.34,9.2,cluster0,4
0.33,0.041,31,0.99184,0.74,12.2,cluster4,6
0.44,0.056,68,0.99718,0.5,9.5,cluster0,5
0.19,0.046,29,0.99033,0.53,11.3,cluster4,6
0.28,0.038,44,0.99248,0.29,12.1,cluster4,6
0.38,0.06,27,0.99344,0.34,9.2,cluster0,4
0.43,0.029,6,0.99076,0.48,11.2,cluster1,4
0.22,0.029,26,0.99092,0.44,12.5,cluster3,7
0.345,0.056,38,0.99486,0.56,10.6,cluster1,5
0.255,0.056,66,0.99464,0.61,10.4,cluster3,7
0.2,0.047,16,0.99235,0.53,10.1,cluster3,7
0.29,0.048,33,0.99612,0.56,9.9,cluster5,6
0.26,0.046,11,0.99202,0.68,11,cluster4,6
0.22,0.045,10,0.99261,0.63,10,cluster5,6
0.35,0.066,29,0.98964,0.42,12.7,cluster4,6
0.39,0.036,10,0.99206,0.35,12.1,cluster4,6
0.23,0.052,23,0.9938,0.46,10.4,cluster5,6
0.22,0.05,23,0.99204,0.47,10.4,cluster5,6
0.29,0.04,21,0.99736,0.5,9.2,cluster2,5
0.29,0.04,21,0.99736,0.5,9.2,cluster2,5
0.23,0.03,27,0.99192,0.68,10.5,cluster1,5
0.29,0.04,21,0.99736,0.5,9.2,cluster2,5
0.28,0.041,38,0.99002,0.98,11.9,cluster3,7
0.26,0.042,47,0.996,0.4,10.1,cluster5,6
0.27,0.034,62,0.99237,0.59,11.1,cluster4,6
0.22,0.037,69,0.99214,0.74,10.8,cluster3,7
0.26,0.019,23.5,0.99041,0.47,11.8,cluster4,6
0.36,0.038,44,0.9982,0.48,9.2,cluster2,5
0.35,0.037,42,0.99822,0.5,9.2,cluster2,5
0.18,0.023,21,0.9893,0.54,12.3,cluster4,6
0.36,0.145,26,0.99274,0.56,10.1,cluster5,6
0.14,0.04,26,0.99105,0.45,11.4,cluster4,6
0.23,0.044,39,0.99209,0.43,10.4,cluster5,6
0.11,0.053,44,0.99676,0.35,9.8,cluster5,6
0.24,0.047,29,0.99251,0.43,9.9,cluster5,6
0.11,0.053,44,0.99676,0.35,9.8,cluster5,6
0.47,0.036,11,0.99082,0.54,11.2,cluster3,4
0.29,0.058,25,0.99567,0.46,10.9,cluster1,5
0.33,0.051,16,0.99416,0.41,9.2,cluster2,5
0.33,0.051,16,0.99416,0.41,9.2,cluster2,5
0.32,0.033,39,0.9887,0.35,12,cluster1,5
0.3,0.034,37,0.98871,0.34,12.1,cluster4,6
0.31,0.036,20,0.99248,0.44,12.4,cluster4,6
0.36,0.038,44,0.99184,0.4,11.2,cluster4,6
0.31,0.042,19,0.98952,0.41,12.7,cluster3,7
0.52,0.036,23,0.99267,0.47,12.2,cluster4,6
0.55,0.036,19,0.99269,0.46,12.2,cluster4,6
0.2,0.042,44,0.98912,0.37,12.2,cluster4,6
0.36,0.038,44,0.99184,0.4,11.2,cluster4,6
0.31,0.042,19,0.98952,0.41,12.7,cluster3,7
0.29,0.044,20,0.9895,0.41,12.7,cluster3,7
0.22,0.04,27,0.98999,0.36,12.1,cluster4,6
0.46,0.045,44,0.9981,0.53,9.4,cluster0,5
0.21,0.041,64,0.995,0.5,10.1,cluster5,6
0.42,0.043,57,0.99848,0.54,9.4,cluster2,5
0.22,0.044,41,0.99862,0.46,8.9,cluster5,6
0.22,0.044,41,0.99862,0.46,8.9,cluster5,6
0.22,0.044,41,0.99862,0.46,8.9,cluster5,6
0.22,0.044,41,0.99862,0.46,8.9,cluster5,6
0.31,0.027,27,0.98886,0.45,13,cluster3,7
0.22,0.054,37,0.99474,0.5,10.3,cluster1,5
0.18,0.04,5,0.99126,0.45,10.1,cluster1,4
0.24,0.04,48,0.99691,0.38,10.5,cluster5,6
0.22,0.044,41,0.99862,0.46,8.9,cluster5,6
0.26,0.059,23,0.99773,0.5,10.1,cluster2,5
0.26,0.059,23,0.99773,0.5,10.1,cluster2,5
0.2,0.049,22,0.9928,0.42,11,cluster4,6
0.2,0.049,22,0.9928,0.42,11,cluster4,6
0.2,0.049,22,0.9928,0.42,11,cluster4,6
0.2,0.049,22,0.9928,0.42,11,cluster4,6
0.28,0.046,28,0.99288,0.43,10,cluster1,5
0.2,0.03,25,0.99202,0.54,10.5,cluster5,6
0.26,0.048,28,0.99606,0.49,9.7,cluster5,6
0.26,0.059,23,0.99773,0.5,10.1,cluster2,5
0.21,0.045,68,0.99922,0.76,9.4,cluster2,5
0.22,0.041,20,0.99296,0.55,11.2,cluster4,6
0.21,0.045,68,0.99922,0.76,9.4,cluster2,5
0.22,0.046,22,0.99468,0.55,10.8,cluster1,5
0.21,0.045,68,0.99922,0.76,9.4,cluster2,5
0.22,0.041,20,0.99296,0.55,11.2,cluster4,6
0.2,0.037,31,0.99388,0.49,11,cluster4,6
0.26,0.038,13,0.99315,0.46,12.4,cluster4,6
0.28,0.208,60,0.99478,0.4,9.4,cluster5,6
0.29,0.209,62,0.99478,0.4,9.4,cluster0,5
0.34,0.105,22,0.99692,0.58,9.5,cluster2,5
0.39,0.034,25,0.99616,0.52,10,cluster5,6
0.26,0.043,33,0.9902,0.31,12.5,cluster4,6
0.24,0.044,24,0.9921,0.59,10.9,cluster4,6
0.25,0.044,21,0.99462,0.58,10.5,cluster5,6
0.24,0.05,51,0.99476,0.37,10.8,cluster5,6
0.22,0.039,36,0.99178,0.57,11,cluster3,7
0.26,0.036,16,0.99081,0.61,11.8,cluster4,6
0.34,0.038,16,0.99198,0.71,12.6,cluster4,6
0.225,0.054,59,0.99545,0.39,10.2,cluster5,6
0.23,0.046,33,0.98997,0.31,12,cluster1,5
0.26,0.043,33,0.9902,0.31,12.5,cluster4,6
0.27,0.04,19,0.99089,0.65,11.5,cluster4,6
0.41,0.035,23,0.99172,0.39,11.94,cluster3,7
0.41,0.035,33,0.9901,0.44,12.893333,cluster3,7
0.585,0.086,17,0.99681,0.4,9.4,cluster0,5
0.34,0.038,58,0.9893,0.47,12.2,cluster3,7
0.41,0.035,23,0.99172,0.39,11.94,cluster3,7
0.41,0.035,33,0.9901,0.44,12.893333,cluster3,7
0.26,0.056,45,0.99527,0.5,9.5,cluster2,5
0.28,0.036,27,0.99445,0.33,10.6,cluster5,6
0.16,0.042,47,0.99198,0.68,10.5,cluster3,7
0.27,0.037,36,0.99085,0.3,11.466667,cluster4,6
0.2,0.043,45,0.99033,0.41,11.4,cluster4,6
0.24,0.054,47,0.99538,0.5,9.5,cluster2,5
0.38,0.052,44,0.99627,0.52,9.2,cluster2,5
0.24,0.054,47,0.99538,0.5,9.5,cluster2,5
0.42,0.043,28,0.99433,0.53,10.98,cluster1,5
0.23,0.054,47,0.9954,0.49,9.4,cluster2,5
0.24,0.054,47,0.99538,0.5,9.5,cluster2,5
0.38,0.052,44,0.99627,0.52,9.2,cluster2,5
0.19,0.057,45,0.99807,0.41,8.8,cluster2,8
0.19,0.057,45,0.99807,0.41,8.8,cluster2,8
0.19,0.057,45,0.99807,0.41,8.8,cluster2,8
0.19,0.057,45,0.99807,0.41,8.8,cluster2,8
0.19,0.057,45,0.99807,0.41,8.8,cluster2,8
0.19,0.057,45,0.99807,0.41,8.8,cluster2,8
0.19,0.057,45,0.99807,0.41,8.8,cluster2,8
0.24,0.044,15,0.99232,0.64,10.4,cluster5,8
0.19,0.057,45,0.99807,0.41,8.8,cluster2,8
0.27,0.054,36,0.99788,0.62,10.033333,cluster5,6
0.28,0.052,39,0.99108,0.69,11.3,cluster4,6
0.22,0.024,21,0.99234,0.58,10.4,cluster5,6
0.27,0.176,36,0.99288,0.43,9.2,cluster5,6
0.2,0.034,21,0.99195,0.54,11.1,cluster4,6
0.27,0.176,36,0.99288,0.43,9.2,cluster5,6
0.23,0.034,62,0.99121,0.56,11.3,cluster3,7
0.31,0.042,61,0.99839,0.47,9.1,cluster5,6
0.34,0.108,43,0.99738,0.57,9.4,cluster2,5
0.36,0.015,14,0.98963,0.59,13.2,cluster4,6
0.31,0.039,34,0.98946,0.38,12.7,cluster4,6
0.28,0.054,31,0.99178,0.47,10.7,cluster1,5
0.16,0.064,34,0.99136,0.42,11.433333,cluster4,6
0.31,0.049,48,0.99323,0.45,11.1,cluster4,6
0.31,0.039,34,0.98946,0.38,12.7,cluster4,6
0.29,0.046,35,0.99313,0.51,10.533333,cluster1,5
0.28,0.04,50,0.9912,0.52,11.6,cluster4,6
0.23,0.05,44,0.99504,0.48,9.533333,cluster2,5
0.34,0.062,52,0.99461,0.44,9.8,cluster5,6
0.28,0.054,31,0.99178,0.47,10.7,cluster1,5
0.2,0.039,36,0.99008,0.65,12,cluster4,6
0.24,0.039,30,0.98959,0.37,12.8,cluster4,6
0.31,0.048,32,0.99663,0.4,9.5,cluster2,5
0.29,0.041,36,0.99334,0.34,10.933333,cluster4,6
0.19,0.063,63,0.99561,0.41,9.1,cluster2,5
0.29,0.035,16,0.98959,0.42,12.6,cluster4,6
0.31,0.048,32,0.99663,0.4,9.5,cluster2,5
0.3,0.041,29,0.99418,0.3,10.9,cluster4,6
0.29,0.041,36,0.99334,0.34,10.933333,cluster4,6
0.22,0.096,16,0.9937,0.44,9.6,cluster2,5
0.23,0.053,16,0.99372,0.56,9.3,cluster2,5
0.23,0.038,23,0.99157,0.37,11.366667,cluster4,6
0.26,0.043,24,0.98918,0.44,12.5,cluster4,6
0.35,0.051,46,0.9932,0.5,9.5,cluster2,5
0.32,0.041,40,0.99235,0.54,11,cluster4,6
0.34,0.042,17,0.99373,0.53,9.4,cluster2,5
0.13,0.035,32,0.9914,0.76,11.333333,cluster4,6
0.315,0.041,9,0.99494,0.51,8.8,cluster2,5
0.34,0.042,17,0.99373,0.53,9.4,cluster2,5
0.31,0.05,33,0.99332,0.5,11.066667,cluster4,6
0.3,0.058,27,0.99198,0.49,12.2,cluster4,6
0.24,0.041,31,0.99142,0.53,11,cluster4,6
0.13,0.035,32,0.9914,0.76,11.333333,cluster4,6
0.26,0.05,51,0.99542,0.48,9.5,cluster2,5
0.26,0.05,51,0.99542,0.48,9.5,cluster2,5
0.27,0.043,54,0.9924,0.52,11,cluster4,6
0.21,0.039,34,0.99112,0.75,11.2,cluster4,6
0.26,0.036,28,0.99534,0.36,9.3,cluster5,6
0.28,0.04,30,0.99338,0.31,10.8,cluster1,4
0.25,0.057,39,0.99804,0.51,9.2,cluster2,5
0.22,0.048,70,0.99899,0.77,9.4,cluster2,5
0.25,0.057,39,0.99804,0.51,9.2,cluster2,5
0.18,0.047,53,0.99724,0.35,10.5,cluster5,6
0.2,0.046,60,0.99526,0.35,10.8,cluster5,6
0.24,0.051,35,0.99676,0.67,9.4,cluster2,5
0.27,0.053,55,0.99699,0.6,9.8,cluster2,5
0.27,0.053,55,0.99699,0.6,9.8,cluster2,5
0.27,0.053,55,0.99699,0.6,9.8,cluster2,5
0.24,0.051,35,0.99676,0.67,9.4,cluster2,5
0.27,0.053,55,0.99699,0.6,9.8,cluster2,5
0.38,0.041,30,0.99461,0.96,12.1,cluster4,6
0.43,0.043,40,0.99116,0.41,12.3,cluster4,6
0.22,0.066,41,0.99362,0.42,9.733333,cluster2,5
0.29,0.044,48,0.99512,0.36,9.4,cluster2,5
0.29,0.044,48,0.99512,0.36,9.4,cluster2,5
0.29,0.037,32,0.9895,0.36,12.8,cluster3,7
0.19,0.046,18,0.99043,0.47,11.05,cluster4,6
0.29,0.044,48,0.99512,0.36,9.4,cluster2,5
0.29,0.037,32,0.9895,0.36,12.8,cluster3,7
0.24,0.069,35,0.99391,0.46,9.733333,cluster2,5
0.3,0.039,22,0.98963,0.58,13.1,cluster3,7
0.27,0.041,26,0.99335,0.52,11.5,cluster3,7
0.3,0.039,22,0.98963,0.58,13.1,cluster3,7
0.27,0.041,26,0.99335,0.52,11.5,cluster3,7
0.305,0.061,26,0.99824,0.5,9.1,cluster2,5
0.24,0.069,35,0.99391,0.46,9.75,cluster2,5
0.22,0.04,24,0.9917,0.48,10.5,cluster5,6
0.22,0.047,37,0.99906,0.46,8.8,cluster5,6
0.22,0.047,37,0.99906,0.46,8.8,cluster5,6
0.22,0.047,37,0.99906,0.46,8.8,cluster5,6
0.22,0.047,37,0.99906,0.46,8.8,cluster5,6
0.22,0.04,24,0.9917,0.48,10.5,cluster5,6
0.22,0.04,24,0.9917,0.48,10.5,cluster5,6
0.22,0.047,37,0.99906,0.46,8.8,cluster5,6
0.22,0.045,30,0.99415,0.49,9.9,cluster5,6
0.21,0.047,28,0.99418,0.49,9.9,cluster5,6
0.32,0.044,24,0.99611,0.58,9.9,cluster2,5
0.44,0.038,33,0.99124,0.42,12.2,cluster4,6
0.31,0.042,59.5,0.99179,0.47,10.8,cluster4,6
0.36,0.051,60,0.99886,0.39,8.7,cluster2,5
0.38,0.043,17,0.98924,0.47,13.2,cluster4,6
0.24,0.03,15,0.99045,0.38,12.7,cluster4,6
0.56,0.06,55,0.9969,0.44,9.4,cluster0,5
0.24,0.045,18,0.99196,0.53,11.2,cluster4,6
0.29,0.051,25,0.99339,0.56,11.333333,cluster4,6
0.28,0.051,14,0.99224,0.58,11.9,cluster4,6
0.29,0.051,25,0.99339,0.56,11.35,cluster4,6
0.21,0.046,51,0.99184,0.39,10.5,cluster1,5
0.47,0.048,14,0.99428,0.49,9.8,cluster0,5
0.34,0.051,20,0.99834,0.54,9.1,cluster2,5
0.27,0.033,36,0.98918,0.37,12.4,cluster4,6
0.34,0.051,20,0.99834,0.54,9.1,cluster2,5
0.47,0.048,14,0.99428,0.49,9.8,cluster0,5
0.35,0.031,24,0.99241,0.4,11.3,cluster4,6
0.35,0.031,24,0.99241,0.4,11.3,cluster4,6
0.46,0.024,31,0.98816,0.34,13.1,cluster4,6
0.38,0.035,15,0.98916,0.37,12.5,cluster4,6
0.3,0.045,32,0.99329,0.54,10.3,cluster1,5
0.28,0.039,51,0.99535,0.43,10.7,cluster5,6
0.29,0.04,29,0.99552,0.65,10.4,cluster5,6
0.3,0.049,47,0.99514,0.48,9.5,cluster2,5
0.39,0.048,53,0.99304,0.45,9.8,cluster2,5
0.38,0.035,15,0.98916,0.37,12.5,cluster4,6
0.18,0.051,17,0.9984,0.43,9.4,cluster5,6
0.28,0.051,36,0.99911,0.5,9,cluster2,5
0.28,0.051,36,0.99911,0.5,9,cluster2,5
0.28,0.051,36,0.99911,0.5,9,cluster2,5
0.35,0.045,19,0.98952,0.48,13,cluster3,7
0.22,0.041,28,0.99403,0.5,9.9,cluster2,5
0.18,0.051,17,0.9984,0.43,9.4,cluster5,6
0.28,0.044,29,0.99312,0.56,10.6,cluster5,6
0.42,0.038,28,0.98968,0.47,13.4,cluster4,6
0.32,0.031,31,0.98946,0.35,12.5,cluster4,6
0.26,0.053,32,0.9981,0.49,9.3,cluster2,5
0.26,0.053,32,0.9981,0.49,9.3,cluster2,5
0.32,0.051,34,0.99306,0.52,11,cluster1,5
0.25,0.054,40,0.99378,0.48,10.3,cluster1,5
0.21,0.051,31,0.99036,0.57,11.3,cluster4,6
0.23,0.042,35,0.99094,0.63,10.9,cluster4,6
0.145,0.042,35,0.9908,0.49,11.3,cluster4,6
0.2,0.039,24,0.9899,0.47,12.1,cluster4,6
0.28,0.039,12,0.99173,0.65,11.1,cluster1,5
0.36,0.271,24,0.99356,0.63,9.8,cluster0,5
0.25,0.049,50,0.99571,0.45,10.1,cluster5,6
0.22,0.036,37,0.98945,0.58,12.4,cluster4,6
0.2,0.034,37,0.98865,0.52,12.7,cluster4,6
0.32,0.05,53,0.99514,0.5,9.6,cluster2,5
0.32,0.05,53,0.99514,0.5,9.6,cluster2,5
0.555,0.053,17,0.9943,0.46,9.1,cluster0,5
0.22,0.12,55,0.99636,0.35,12.8,cluster1,5
0.32,0.05,53,0.99514,0.5,9.6,cluster2,5
0.3,0.037,37,0.98987,0.37,12.4,cluster4,6
0.28,0.058,7,0.99288,0.58,9.55,cluster5,4
0.555,0.053,17,0.9943,0.46,9.1,cluster0,5
0.31,0.033,12,0.99064,0.65,12.5,cluster4,6
0.15,0.05,13,0.99394,0.4,9.9,cluster5,6
0.13,0.045,32,0.99175,0.52,11.2,cluster4,6
0.48,0.03,28,0.98926,0.4,13,cluster4,6
0.48,0.03,28,0.98926,0.4,13,cluster4,6
0.3,0.033,25,0.99057,0.44,11.7,cluster4,6
0.28,0.038,13,0.98898,0.7,13.1,cluster4,6
0.19,0.032,17,0.9932,0.66,12,cluster4,6
0.31,0.043,30,0.9972,0.55,10.55,cluster5,6
0.24,0.046,34,0.9902,0.39,11.45,cluster4,6
0.23,0.053,71,0.9988,0.64,10.2,cluster5,6
0.24,0.046,34,0.9902,0.39,11.45,cluster4,6
0.29,0.212,60,0.9958,0.4,9.3,cluster0,5
0.2,0.052,22,0.9935,0.54,10.8,cluster1,5
0.38,0.053,20,0.9925,0.45,12.2,cluster4,6
0.27,0.053,36,0.992,0.55,11,cluster4,6
0.54,0.055,41,0.9986,0.54,10.4,cluster5,6
0.25,0.05,32,0.9914,0.51,11.4,cluster4,6
0.61,0.041,31,0.9909,0.72,14.05,cluster3,7
0.32,0.051,20,0.9943,0.42,10.7,cluster1,5
0.28,0.051,50,0.994,0.52,10.2,cluster2,5
0.19,0.044,38,0.9904,0.69,11.2,cluster4,6
0.305,0.036,17,0.99,0.51,12.333333,cluster1,5
0.26,0.034,75,0.9902,0.38,11.5,cluster4,4
0.23,0.061,14,0.9925,0.55,9.5,cluster2,5
0.33,0.047,35,0.9886,0.56,13.4,cluster4,6
0.27,0.034,24,0.9898,0.4,12.5,cluster4,6
0.27,0.034,24,0.9898,0.4,12.5,cluster4,6
0.4,0.044,27,0.9904,0.42,11.2,cluster4,6
0.4,0.051,28.5,0.9964,0.5,8.8,cluster2,5
0.28,0.039,50,0.9908,0.59,11.2,cluster4,6
0.32,0.036,15,0.9899,0.48,12.7,cluster4,6
0.17,0.049,26,0.993,0.38,9.8,cluster5,6
0.2,0.049,10,0.9944,0.36,9.8,cluster5,6
0.13,0.058,24,0.9956,0.42,11.7,cluster4,6
0.31,0.052,55,0.9949,0.46,9.8,cluster2,5
0.36,0.048,48,0.9929,0.51,9.6,cluster2,5
0.2,0.049,10,0.9944,0.36,9.8,cluster5,6
0.18,0.048,79,0.9975,0.37,9.7,cluster2,5
0.16,0.049,59.5,0.995,0.38,10,cluster5,6
0.13,0.058,24,0.9956,0.42,11.7,cluster4,6
0.27,0.058,42,0.9946,0.38,12.3,cluster4,6
0.17,0.049,26,0.993,0.38,9.8,cluster5,6
0.37,0.068,18,0.9934,0.38,9,cluster5,6
0.26,0.047,60.5,0.9984,0.45,9.1,cluster5,6
0.28,0.049,62,0.9984,0.45,9.1,cluster5,6
0.28,0.049,62,0.9984,0.45,9.1,cluster5,6
0.12,0.056,35,0.9908,0.33,11.4,cluster4,6
0.25,0.049,41,0.9963,0.35,10.5,cluster1,5
0.24,0.04,35,0.98914,0.3,12.4,cluster4,6
0.26,0.047,60.5,0.9984,0.45,9.1,cluster5,6
0.28,0.049,62,0.9984,0.45,9.1,cluster5,6
0.18,0.049,6,0.9937,0.52,10.1,cluster1,5
0.09,0.032,24,0.993,0.39,10.9,cluster4,6
0.14,0.026,13,0.9956,0.35,11.05,cluster1,5
0.28,0.026,36,0.98963,0.58,12.75,cluster4,6
0.23,0.025,23,0.98961,0.37,12.7,cluster4,6
0.28,0.037,16,0.9948,0.54,11.1,cluster1,5
0.28,0.037,16,0.9948,0.54,11.1,cluster1,5
0.28,0.026,36,0.98963,0.58,12.75,cluster4,6
0.25,0.021,41,0.989315,0.31,13,cluster4,6
0.2,0.033,32,0.989435,0.61,12,cluster4,6
0.29,0.022,17,0.9899,0.35,11.5,cluster4,6
0.46,0.047,51,0.998275,0.6,10.5,cluster0,5
0.28,0.037,16,0.9948,0.54,11.1,cluster1,5
0.23,0.047,20,0.9914,0.46,11.1,cluster4,6
0.23,0.048,25,0.9915,0.47,11.1,cluster4,6
0.55,0.027,20,0.9924,0.73,13.1,cluster4,6
0.28,0.026,36,0.98963,0.58,12.75,cluster4,6
0.23,0.025,23,0.98961,0.37,12.7,cluster4,6
0.45,0.094,23,0.997,0.44,9.6,cluster0,5
0.2,0.028,32,0.9914,0.72,11.7,cluster1,5
0.37,0.042,61,0.997,0.59,9.7,cluster5,6
0.21,0.033,22,0.9944,0.59,10.9,cluster5,6
0.22,0.04,22,0.9958,0.54,10.7,cluster3,7
0.27,0.022,29,0.98889,0.54,13.8,cluster4,6
0.26,0.035,10,0.989465,0.48,12.15,cluster4,6
0.18,0.028,28,0.9954,0.42,10.8,cluster3,7
0.26,0.03,27,0.9947,0.34,10.7,cluster3,7
0.23,0.036,31,0.9912,0.48,10.8,cluster3,7
0.28,0.039,26,0.9965,0.55,10.8,cluster1,5
0.36,0.03,43.5,0.9948,0.49,12,cluster1,5
0.28,0.039,26,0.9965,0.55,10.8,cluster1,5
0.3,0.055,17,0.9925,0.44,12.2,cluster4,6
0.2,0.05,17,0.9936,0.55,9.4,cluster5,6
0.29,0.029,12,0.9898,0.4,11.4,cluster4,6
0.22,0.027,26,0.98948,0.38,12.5,cluster3,7
0.22,0.024,29,0.98823,0.46,13.05,cluster3,7
0.32,0.026,31,0.9896,0.4,12.4,cluster4,6
0.2,0.03,39,0.9908,0.56,12.9,cluster3,7
0.35,0.034,25,0.9906,0.59,12,cluster3,7
0.3,0.036,23,0.9904,0.38,11.3,cluster1,5
0.15,0.05,25,0.99754,0.49,10,cluster5,6
0.13,0.042,40,0.9898,0.64,11.8,cluster3,7
0.2,0.045,53,0.998365,0.69,9.4,cluster5,6
0.2,0.047,44,0.99837,0.66,8.8,cluster5,6
0.27,0.038,32,0.99125,0.43,11.1,cluster4,6
0.37,0.048,35,0.9943,1.01,10.5,cluster5,6
0.23,0.05,60,0.99488,0.49,9.3,cluster5,6
0.34,0.042,12,0.99034,0.54,11.4,cluster4,6
0.33,0.03,23,0.99322,0.64,11.8,cluster4,6
0.29,0.029,31,0.98895,0.36,12.4,cluster4,6
0.33,0.035,22,0.99457,0.36,11.6,cluster4,6
0.3,0.05,30,0.99304,0.58,11.1,cluster1,5
0.29,0.029,31,0.98895,0.36,12.4,cluster4,6
0.33,0.041,42,0.99331,0.49,11.1,cluster4,6
0.33,0.042,21,0.99435,0.55,11,cluster4,6
0.45,0.036,27,0.99122,0.46,12.2,cluster4,6
0.36,0.053,20,0.99544,0.56,11,cluster4,6
0.42,0.035,26,0.989,0.47,12.9,cluster4,6
0.39,0.037,29,0.99414,0.42,10.9,cluster4,6
0.53,0.069,20,0.99014,0.59,13.4,cluster4,6
0.66,0.033,32,0.99551,0.5,10.7,cluster4,6
0.36,0.053,20,0.99544,0.56,11,cluster4,6
0.16,0.027,23,0.9908,0.39,11.4,cluster3,7
0.22,0.043,20,0.9927,0.47,10.2,cluster5,6
0.23,0.03,45,0.99244,0.54,11,cluster4,6
0.17,0.044,45,0.99752,0.43,9.1,cluster5,6
0.33,0.032,40,0.99114,0.4,11,cluster4,6
0.38,0.037,40,0.99326,0.37,11.5,cluster4,6
0.29,0.036,38,0.9906,0.59,12,cluster4,6
0.29,0.04,16,0.993,0.58,11.2,cluster1,5
0.28,0.033,31,0.99479,0.39,11.2,cluster4,6
0.36,0.032,13,0.98942,0.69,12.6,cluster3,7
0.615,0.032,8,0.99036,0.4,11,cluster0,4
0.44,0.03,12,0.99201,0.48,10.8,cluster4,6
0.42,0.034,19,0.99184,0.48,10.9,cluster1,5
0.34,0.041,48,0.99441,0.49,9.8,cluster2,5
0.27,0.04,42,0.99442,0.48,9.8,cluster2,5
0.33,0.094,27,0.99474,0.49,9.5,cluster2,5
0.44,0.032,43,0.9916,0.47,11.266667,cluster3,7
0.28,0.039,26,0.99198,0.62,10.8,cluster1,5
0.5,0.036,23,0.98949,0.77,13.4,cluster3,7
0.44,0.032,43,0.9916,0.47,11.3,cluster3,7
0.62,0.06,33,0.99556,0.48,8.9,cluster0,5
0.38,0.038,36,0.99151,0.42,11.2,cluster4,6
0.305,0.047,30,0.99158,0.52,11.5,cluster3,7
0.5,0.036,35,0.9902,0.55,13,cluster3,7
0.4,0.038,20,0.99204,0.73,12.6,cluster4,6
0.4,0.032,15,0.98988,0.52,13.1,cluster4,6
0.49,0.034,6,0.99344,0.48,11.2,cluster1,5
0.3,0.034,50,0.99394,0.49,11.7,cluster4,6
0.19,0.041,24,0.99153,0.5,10.9,cluster4,6
0.19,0.041,24,0.99153,0.5,10.9,cluster4,6
0.24,0.041,14,0.98981,0.45,11.6,cluster3,7
0.25,0.041,43,0.99524,0.53,10.4,cluster3,7
0.21,0.041,31,0.99221,0.58,10.9,cluster3,7
0.3,0.034,50,0.99394,0.49,11.7,cluster4,6
0.28,0.043,50,0.99318,0.64,10.8,cluster5,6
0.29,0.038,49,0.99366,0.59,11.2,cluster4,6
0.345,0.033,26,0.99494,0.49,10,cluster5,6
0.51,0.048,39,0.99212,0.57,10.566667,cluster0,5
0.24,0.036,42,0.99018,0.64,11.733333,cluster4,6
0.51,0.048,39,0.99212,0.57,10.6,cluster0,5
0.54,0.049,59,0.99596,0.54,10.5,cluster5,6
0.24,0.036,42,0.99018,0.64,11.75,cluster4,6
0.26,0.035,43,0.99094,0.63,11.4,cluster4,6
0.24,0.03,25,0.98968,0.43,12.4,cluster3,7
0.21,0.043,47,0.99392,0.5,10.1,cluster5,6
0.29,0.035,40,0.99024,0.47,12.3,cluster4,6
0.24,0.034,49,0.98774,0.32,13.1,cluster3,7
0.18,0.037,24,0.99094,0.55,10.65,cluster3,7
0.26,0.042,35,0.99044,0.48,11.4,cluster3,7
0.61,0.117,40,0.9938,0.57,9.3,cluster0,5
0.695,0.042,9,0.99432,0.44,10.2,cluster0,5
0.695,0.042,9,0.99432,0.44,10.2,cluster0,5
0.39,0.033,49,0.98966,0.58,13.1,cluster3,7
0.38,0.051,59,0.99309,0.5,9.6,cluster2,5
0.36,0.035,18,0.98868,0.47,12.8,cluster3,7
0.29,0.048,55,0.9937,0.59,10.966667,cluster3,7
0.29,0.048,55,0.9937,0.59,10.966667,cluster3,7
0.29,0.048,55,0.9937,0.59,10.966667,cluster3,7
0.29,0.048,55,0.9937,0.59,11,cluster3,7
0.43,0.036,43,0.98975,0.47,13.4,cluster4,6
